"Timestamp","Which year are you in?","How are you feeling right now?","On a scale of 1-100, how would you express this feeling?","Gender","Age","Your location ?","Relationship status","Are you happy with your financial state?","How much have you succeeded to cope up with the environment of your educational institution?","Understanding with your family members?","Are you feeling pressure in your study or work right now?","Are you satisfied with your academic result?","Are you happy with your living place?","Who supports you when you are not succeeding in your academic life?","Have you used any social media within the last 6 hours?","Do you have inferiority complex? ","Are you satisfied with your meal today?","Are you feeling sick/health issues today?","Have you done any recreational activity (sports, gaming, hobby etc.) today?","How long did you sleep last night?(in hours)"
"2021/01/29 11:43:36 AM GMT+6","4th year","Very good","92","Male","23","Hall-Mess","Single","Yes","3","Good","No","No","Yes","Family","Yes","No","Yes","No","Yes","9"
"2021/01/29 11:43:46 AM GMT+6","4th year","Normal","57","Male","23","Hall-Mess","Single","No","3","Normal","No","Yes","No","Family","Yes","No","Neutral","Yes","No","8"
"2021/01/29 11:43:56 AM GMT+6","4th year","Normal","65","Male","23","Home","Single","No","4","Good","No","Yes","No","Family","Yes","No","Yes","No","Yes","8"
"2021/01/29 11:44:06 AM GMT+6","4th year","Normal","51","Male","23","Home","Single","No","3","Normal","Yes","Yes","Yes","Friends","Yes","No","Yes","Yes","No","7"
"2021/01/29 11:44:16 AM GMT+6","4th year","Bad","33","Male","23","Department","Single","No","2","Bad","Yes","No","No","Friends","Yes","Yes","No","Yes","Yes","3"
"2021/01/29 11:44:26 AM GMT+6","4th year","Normal","66","Male","23","Department","Single","Yes","4","Normal","Yes","Yes","No","Family","Yes","No","Neutral","Yes","Yes","7"
"2021/01/29 11:44:36 AM GMT+6","4th year","Normal","51","Male","23","Playground","Single","Yes","3","Normal","Yes","No","No","Friends","Yes","Maybe","Neutral","Yes","No","7"
"2021/01/29 11:44:46 AM GMT+6","4th year","Normal","55","Male","23","Department","Single","No","5","Normal","Yes","No","Yes","Family","Yes","Maybe","Yes","No","Yes","7"
"2021/01/29 11:44:56 AM GMT+6","4th year","Normal","64","Male","23","Hall-Mess","Single","Yes","3","Normal","Yes","Yes","Yes","Friends","Yes","No","Neutral","No","No","8"
"2021/01/29 11:45:06 AM GMT+6","4th year","Normal","57","Male","23","Playground","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","6"
"2021/01/29 11:45:16 AM GMT+6","4th year","Very good","96","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/29 11:45:26 AM GMT+6","4th year","Bad","24","Male","23","Home","Single","No","2","Normal","Yes","No","No","Friends","Yes","No","Yes","Yes","No","7"
"2021/01/29 11:45:36 AM GMT+6","4th year","Very bad","5","Male","23","Hall-Mess","Single","Yes","2","Good","Yes","Yes","No","Friends","Yes","No","Yes","No","Yes","6"
"2021/01/29 11:45:46 AM GMT+6","4th year","Good","72","Male","23","Hall-Mess","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","8"
"2021/01/29 11:45:56 AM GMT+6","4th year","Good","84","Male","23","Playground","Single","Yes","3","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/29 11:46:06 AM GMT+6","4th year","Very good","94","Male","23","Department","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","8"
"2021/01/29 11:46:16 AM GMT+6","4th year","Very bad","17","Male","23","Playground","Single","No","2","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","Yes","No","Yes","5"
"2021/01/29 11:46:26 AM GMT+6","4th year","Good","76","Male","23","Department","Single","Yes","3","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/29 11:46:36 AM GMT+6","4th year","Bad","42","Male","23","Hall-Mess","Single","No","2","Normal","Yes","No","No","Family","Yes","No","Yes","Yes","No","5"
"2021/01/29 11:46:46 AM GMT+6","4th year","Very bad","11","Male","23","Hall-Mess","Single","No","3","Good","Yes","Yes","Yes","Family","Yes","Yes","Yes","No","Yes","7"
"2021/01/29 11:46:57 AM GMT+6","4th year","Bad","41","Male","23","Hall-Mess","Single","No","2","Bad","Yes","No","No","Family","Yes","No","Yes","Yes","No","4"
"2021/01/29 11:47:06 AM GMT+6","4th year","Normal","66","Male","23","Hall-Mess","Single","No","5","Normal","No","No","No","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/29 11:47:16 AM GMT+6","4th year","Bad","25","Male","23","Home","Single","No","1","Bad","Yes","Yes","Yes","Friends","Yes","Maybe","Yes","Yes","Yes","6"
"2021/01/29 11:47:27 AM GMT+6","4th year","Very bad","19","Male","23","Home","Single","Yes","2","Normal","Yes","No","No","Family","Yes","Maybe","Yes","No","No","7"
"2021/01/29 11:47:37 AM GMT+6","4th year","Good","74","Male","23","Department","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/29 11:47:46 AM GMT+6","4th year","Normal","63","Male","23","Hall-Mess","Single","No","5","Good","Yes","Yes","Yes","Family","Yes","No","Yes","Yes","No","7"
"2021/01/29 11:47:57 AM GMT+6","4th year","Very bad","4","Male","23","Hall-Mess","Single","Yes","1","Normal","Yes","No","No","Family","Yes","Maybe","Neutral","No","Yes","7"
"2021/01/29 11:48:07 AM GMT+6","4th year","Bad","40","Male","23","Playground","Single","No","2","Normal","Yes","No","No","Friends","Yes","Maybe","Neutral","Yes","Yes","3"
"2021/01/30 4:14:14 PM GMT+6","4th year","Very good","96","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/30 4:14:16 PM GMT+6","4th year","Good","82","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/30 4:14:23 PM GMT+6","4th year","Normal","50","Male","23","Home","Single","Yes","4","Normal","No","No","No","Friends","Yes","Maybe","Yes","No","No","7"
"2021/01/30 4:14:30 PM GMT+6","4th year","Bad","35","Male","23","Hall-Mess","Single","No","3","Normal","Yes","Yes","Yes","Family","Yes","Yes","No","Yes","No","4"
"2021/01/30 4:14:38 PM GMT+6","4th year","Very good","91","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/30 4:14:44 PM GMT+6","4th year","Very bad","14","Male","23","Playground","Single","No","1","Good","Yes","No","No","Friends","Yes","No","No","Yes","Yes","3"
"2021/01/30 4:14:51 PM GMT+6","4th year","Bad","28","Male","23","Hall-Mess","Single","Yes","3","Good","Yes","Yes","Yes","Friends","Yes","Maybe","Yes","No","Yes","4"
"2021/01/30 4:14:58 PM GMT+6","4th year","Bad","27","Male","23","Department","Single","No","1","Normal","Yes","No","No","Friends","Yes","No","Neutral","No","No","3"
"2021/01/30 4:15:06 PM GMT+6","4th year","Bad","29","Male","23","Hall-Mess","Single","Yes","2","Normal","Yes","Yes","No","Friends","Yes","No","Neutral","Yes","No","6"
"2021/01/30 4:15:13 PM GMT+6","4th year","Normal","59","Male","23","Department","Single","Yes","4","Normal","Yes","Yes","Yes","Family","Yes","Maybe","Neutral","Yes","No","8"
"2021/01/30 4:15:19 PM GMT+6","4th year","Normal","64","Male","23","Department","Single","No","5","Good","Yes","No","No","Friends","Yes","Maybe","Neutral","No","Yes","7"
"2021/01/30 4:15:26 PM GMT+6","4th year","Normal","61","Male","23","Home","Single","Yes","3","Normal","Yes","Yes","No","Family","Yes","Maybe","Neutral","Yes","No","8"
"2021/01/30 4:15:34 PM GMT+6","4th year","Very good","91","Male","23","Playground","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/30 4:15:40 PM GMT+6","4th year","Bad","40","Male","23","Department","Single","Yes","2","Bad","Yes","Yes","No","Friends","Yes","Yes","No","Yes","Yes","3"
"2021/01/30 4:15:48 PM GMT+6","4th year","Very good","100","Male","23","Department","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","7"
"2021/01/30 4:15:55 PM GMT+6","4th year","Very bad","18","Male","23","Hall-Mess","Single","No","3","Bad","Yes","Yes","No","Friends","Yes","Maybe","No","No","Yes","5"
"2021/01/30 4:16:02 PM GMT+6","4th year","Very bad","4","Male","23","Department","Single","No","3","Good","Yes","No","Yes","Friends","Yes","Maybe","Yes","No","No","7"
"2021/01/30 4:16:09 PM GMT+6","4th year","Bad","25","Male","23","Playground","Single","No","1","Bad","Yes","Yes","Yes","Family","Yes","Yes","Neutral","No","No","7"
"2021/01/30 4:16:16 PM GMT+6","4th year","Very good","96","Male","23","Playground","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","10"
"2021/01/30 4:16:23 PM GMT+6","4th year","Very good","97","Male","23","Hall-Mess","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","9"
"2021/01/30 4:16:30 PM GMT+6","4th year","Normal","70","Male","23","Home","Single","Yes","3","Good","No","No","Yes","Friends","Yes","Maybe","Neutral","No","No","6"
"2021/01/30 4:16:37 PM GMT+6","4th year","Good","71","Male","23","Home","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","9"
"2021/01/30 4:16:44 PM GMT+6","4th year","Bad","44","Male","23","Playground","Single","Yes","3","Bad","Yes","Yes","Yes","Friends","Yes","Yes","Neutral","No","No","5"
"2021/01/30 4:16:51 PM GMT+6","4th year","Good","77","Male","23","Playground","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Neutral","No","Yes","9"
"2021/01/30 4:16:58 PM GMT+6","4th year","Bad","29","Male","23","Home","Single","Yes","1","Bad","Yes","Yes","Yes","Friends","Yes","Yes","Yes","No","Yes","6"
"2021/01/30 4:17:05 PM GMT+6","4th year","Very good","100","Male","23","Home","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","10"
"2021/01/30 4:17:12 PM GMT+6","4th year","Very bad","3","Male","23","Playground","Single","Yes","2","Bad","Yes","Yes","Yes","Friends","Yes","Maybe","No","Yes","No","4"
"2021/01/30 4:17:19 PM GMT+6","4th year","Good","89","Male","23","Home","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","9"
"2021/01/30 4:17:26 PM GMT+6","4th year","Very good","92","Male","23","Playground","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/30 4:17:33 PM GMT+6","4th year","Good","89","Male","23","Home","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","9"
"2021/01/30 4:17:40 PM GMT+6","4th year","Normal","67","Male","23","Hall-Mess","Single","No","4","Good","No","Yes","No","Family","Yes","Maybe","Neutral","Yes","Yes","6"
"2021/01/30 4:17:47 PM GMT+6","4th year","Normal","62","Male","23","Department","Single","No","3","Normal","Yes","Yes","No","Friends","Yes","No","Neutral","Yes","Yes","7"
"2021/01/30 4:17:54 PM GMT+6","4th year","Good","89","Male","23","Home","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","8"
"2021/01/30 4:18:01 PM GMT+6","4th year","Normal","56","Male","23","Hall-Mess","Single","No","5","Good","No","Yes","No","Family","Yes","No","Neutral","Yes","Yes","8"
"2021/01/30 4:18:08 PM GMT+6","4th year","Very bad","12","Male","23","Home","Single","No","1","Normal","Yes","Yes","No","Friends","Yes","No","Yes","No","No","6"
"2021/01/30 4:18:15 PM GMT+6","4th year","Normal","65","Male","23","Department","Single","No","3","Good","Yes","Yes","Yes","Friends","Yes","No","Yes","No","No","6"
"2021/01/30 4:18:23 PM GMT+6","4th year","Good","72","Male","23","Home","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/30 4:18:29 PM GMT+6","4th year","Normal","59","Male","23","Home","Single","Yes","3","Normal","No","Yes","No","Family","Yes","Maybe","Yes","Yes","No","7"
"2021/01/30 4:18:36 PM GMT+6","4th year","Good","71","Male","23","Department","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/30 4:18:43 PM GMT+6","4th year","Good","78","Male","23","Playground","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/30 4:18:50 PM GMT+6","4th year","Bad","49","Male","23","Playground","Single","No","2","Good","Yes","Yes","Yes","Friends","Yes","Yes","Yes","Yes","No","4"
"2021/01/30 4:18:57 PM GMT+6","4th year","Bad","43","Male","23","Home","Single","No","2","Bad","Yes","No","No","Friends","Yes","Maybe","Yes","Yes","No","7"
"2021/01/30 4:19:04 PM GMT+6","4th year","Normal","62","Male","23","Playground","Single","No","3","Good","No","Yes","No","Friends","Yes","Maybe","Neutral","Yes","No","8"
"2021/01/30 4:19:11 PM GMT+6","4th year","Normal","69","Male","23","Home","Single","No","5","Good","No","No","Yes","Family","Yes","Maybe","Neutral","No","Yes","6"
"2021/01/30 4:19:18 PM GMT+6","4th year","Bad","24","Male","23","Hall-Mess","Single","No","2","Bad","Yes","No","Yes","Friends","Yes","No","Yes","Yes","No","6"
"2021/01/30 4:19:25 PM GMT+6","4th year","Bad","38","Male","23","Home","Single","No","3","Bad","Yes","No","No","Family","Yes","Yes","Neutral","No","Yes","3"
"2021/01/30 4:19:32 PM GMT+6","4th year","Normal","52","Male","23","Home","Single","No","4","Good","No","Yes","Yes","Family","Yes","Maybe","Neutral","Yes","Yes","7"
"2021/01/30 4:19:39 PM GMT+6","4th year","Normal","63","Male","23","Playground","Single","Yes","4","Good","Yes","No","No","Friends","Yes","Maybe","Yes","Yes","Yes","7"
"2021/01/30 4:19:46 PM GMT+6","4th year","Very good","95","Male","23","Hall-Mess","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","8"
"2021/01/30 4:19:53 PM GMT+6","4th year","Bad","42","Male","23","Playground","Single","No","3","Bad","Yes","Yes","Yes","Friends","Yes","Yes","No","Yes","No","4"
"2021/01/30 4:20:00 PM GMT+6","4th year","Very good","100","Male","23","Department","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/30 4:20:07 PM GMT+6","4th year","Bad","35","Male","23","Hall-Mess","Single","No","1","Normal","Yes","No","Yes","Friends","Yes","Maybe","Yes","No","Yes","3"
"2021/01/30 4:20:14 PM GMT+6","4th year","Good","77","Male","23","Playground","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/30 4:20:21 PM GMT+6","4th year","Good","79","Male","23","Hall-Mess","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/30 4:20:28 PM GMT+6","4th year","Very good","98","Male","23","Home","Single","Yes","3","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","10"
"2021/01/30 4:20:35 PM GMT+6","4th year","Very bad","10","Male","23","Department","Single","Yes","1","Good","Yes","No","No","Family","Yes","Yes","Neutral","No","No","3"
"2021/01/30 4:20:42 PM GMT+6","4th year","Very bad","19","Male","23","Department","Single","Yes","2","Bad","Yes","No","Yes","Family","Yes","Yes","Yes","Yes","No","5"
"2021/01/30 4:20:49 PM GMT+6","4th year","Very bad","19","Male","23","Playground","Single","No","1","Bad","Yes","No","No","Family","Yes","No","No","Yes","Yes","4"
"2021/01/30 4:20:56 PM GMT+6","4th year","Very bad","17","Male","23","Playground","Single","No","1","Good","Yes","Yes","No","Family","Yes","Yes","No","No","No","5"
"2021/01/30 4:21:03 PM GMT+6","4th year","Very good","98","Male","23","Hall-Mess","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Neutral","No","No","9"
"2021/01/30 4:21:10 PM GMT+6","4th year","Very good","96","Male","23","Hall-Mess","Single","Yes","3","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","7"
"2021/01/30 4:21:17 PM GMT+6","4th year","Very bad","11","Male","23","Department","Single","No","1","Normal","Yes","No","Yes","Family","Yes","No","Neutral","Yes","No","4"
"2021/01/30 4:21:24 PM GMT+6","4th year","Normal","55","Male","23","Hall-Mess","Single","No","3","Good","No","No","No","Family","Yes","Maybe","Neutral","No","No","8"
"2021/01/30 4:21:31 PM GMT+6","4th year","Bad","29","Male","23","Home","Single","Yes","2","Normal","Yes","No","No","Friends","Yes","No","Yes","No","No","7"
"2021/01/30 4:21:38 PM GMT+6","4th year","Bad","28","Male","23","Home","Single","Yes","1","Bad","Yes","No","Yes","Family","Yes","Yes","Yes","No","No","3"
"2021/01/30 4:21:45 PM GMT+6","4th year","Bad","47","Male","23","Home","Single","No","2","Bad","Yes","Yes","Yes","Family","Yes","Yes","Yes","Yes","Yes","5"
"2021/01/30 4:21:52 PM GMT+6","4th year","Very bad","11","Male","23","Hall-Mess","Single","Yes","2","Bad","Yes","Yes","Yes","Friends","Yes","No","No","No","No","3"
"2021/01/30 4:21:59 PM GMT+6","4th year","Good","86","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/30 4:22:06 PM GMT+6","4th year","Very bad","10","Male","23","Department","Single","Yes","3","Good","Yes","No","Yes","Family","Yes","Yes","Neutral","Yes","No","4"
"2021/01/30 4:22:13 PM GMT+6","4th year","Very bad","11","Male","23","Playground","Single","No","3","Normal","Yes","No","Yes","Family","Yes","Yes","Neutral","Yes","No","3"
"2021/01/30 4:22:20 PM GMT+6","4th year","Bad","34","Male","23","Department","Single","Yes","2","Bad","Yes","No","No","Family","Yes","Maybe","Yes","Yes","No","7"
"2021/01/30 4:22:27 PM GMT+6","4th year","Good","77","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/30 4:22:34 PM GMT+6","4th year","Very good","95","Male","23","Playground","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/30 4:22:42 PM GMT+6","4th year","Bad","41","Male","23","Hall-Mess","Single","No","2","Bad","Yes","Yes","Yes","Family","Yes","Maybe","Neutral","No","Yes","7"
"2021/01/30 4:22:48 PM GMT+6","4th year","Good","86","Male","23","Playground","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Yes","No","Yes","9"
"2021/01/30 4:22:55 PM GMT+6","4th year","Good","87","Male","23","Home","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/30 4:23:02 PM GMT+6","4th year","Bad","24","Male","23","Home","Single","No","1","Good","Yes","No","Yes","Friends","Yes","Maybe","No","No","Yes","7"
"2021/01/30 4:23:09 PM GMT+6","4th year","Good","80","Male","23","Hall-Mess","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/30 4:23:16 PM GMT+6","4th year","Bad","21","Male","23","Playground","Single","No","3","Good","Yes","No","No","Friends","Yes","No","No","No","Yes","5"
"2021/01/30 4:23:23 PM GMT+6","4th year","Very bad","13","Male","23","Hall-Mess","Single","No","3","Normal","Yes","Yes","No","Family","Yes","Yes","Neutral","Yes","Yes","7"
"2021/01/30 4:23:30 PM GMT+6","4th year","Very good","92","Male","23","Department","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","7"
"2021/01/30 4:23:37 PM GMT+6","4th year","Good","80","Male","23","Hall-Mess","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","8"
"2021/01/30 4:23:44 PM GMT+6","4th year","Very good","93","Male","23","Hall-Mess","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/30 4:23:51 PM GMT+6","4th year","Bad","20","Male","23","Hall-Mess","Single","Yes","1","Good","Yes","Yes","Yes","Friends","Yes","Yes","No","No","No","7"
"2021/01/30 4:23:58 PM GMT+6","4th year","Very bad","5","Male","23","Hall-Mess","Single","Yes","1","Good","Yes","Yes","No","Family","Yes","Yes","No","Yes","Yes","6"
"2021/01/30 4:24:05 PM GMT+6","4th year","Very bad","6","Male","23","Home","Single","No","2","Good","Yes","Yes","No","Friends","Yes","No","Neutral","Yes","Yes","5"
"2021/01/30 4:24:12 PM GMT+6","4th year","Very good","97","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","10"
"2021/01/30 4:24:19 PM GMT+6","4th year","Very good","98","Male","23","Playground","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/30 4:24:26 PM GMT+6","4th year","Bad","45","Male","23","Playground","Single","Yes","1","Bad","Yes","No","Yes","Family","Yes","No","Neutral","Yes","Yes","6"
"2021/01/30 4:24:33 PM GMT+6","4th year","Normal","55","Male","23","Department","Single","Yes","4","Good","No","No","No","Friends","Yes","Maybe","Yes","Yes","Yes","7"
"2021/01/30 4:24:40 PM GMT+6","4th year","Bad","41","Male","23","Playground","Single","No","2","Good","Yes","No","Yes","Friends","Yes","Maybe","No","Yes","Yes","7"
"2021/01/30 4:24:47 PM GMT+6","4th year","Good","73","Male","23","Department","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/30 4:24:54 PM GMT+6","4th year","Bad","40","Male","23","Department","Single","No","1","Bad","Yes","Yes","No","Friends","Yes","Maybe","Neutral","No","No","3"
"2021/01/30 4:25:01 PM GMT+6","4th year","Very bad","3","Male","23","Home","Single","Yes","3","Good","Yes","Yes","No","Friends","Yes","No","No","Yes","No","5"
"2021/01/30 4:25:08 PM GMT+6","4th year","Very bad","11","Male","23","Hall-Mess","Single","Yes","2","Good","Yes","No","No","Family","Yes","No","Yes","No","Yes","4"
"2021/01/30 4:25:15 PM GMT+6","4th year","Very good","100","Male","23","Hall-Mess","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/30 4:25:22 PM GMT+6","4th year","Normal","64","Male","23","Department","Single","Yes","3","Good","Yes","Yes","No","Friends","Yes","Maybe","Yes","No","Yes","7"
"2021/01/30 4:25:29 PM GMT+6","4th year","Very bad","5","Male","23","Playground","Single","No","1","Bad","Yes","Yes","No","Family","Yes","Maybe","Yes","No","No","4"
"2021/01/30 4:25:36 PM GMT+6","4th year","Very bad","14","Male","23","Playground","Single","No","2","Normal","Yes","Yes","No","Friends","Yes","Yes","Neutral","Yes","No","7"
"2021/01/30 4:25:43 PM GMT+6","4th year","Bad","25","Male","23","Home","Single","No","1","Normal","Yes","No","Yes","Friends","Yes","Maybe","Neutral","Yes","Yes","5"
"2021/01/30 4:36:42 PM GMT+6","4th year","Normal","70","Male","23","Hall-Mess","Single","No","3","Normal","No","Yes","No","Family","Yes","Maybe","Neutral","Yes","Yes","7"
"2021/01/30 4:36:47 PM GMT+6","4th year","Normal","50","Male","23","Hall-Mess","Single","No","5","Normal","No","No","No","Family","Yes","No","Yes","No","Yes","6"
"2021/01/30 4:36:54 PM GMT+6","4th year","Very good","91","Male","23","Department","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","10"
"2021/01/30 4:37:01 PM GMT+6","4th year","Very bad","16","Male","23","Hall-Mess","Single","No","3","Normal","Yes","No","No","Family","Yes","Maybe","Yes","No","No","6"
"2021/01/30 4:37:08 PM GMT+6","4th year","Normal","70","Male","23","Home","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","Maybe","Yes","Yes","No","6"
"2021/01/30 4:37:15 PM GMT+6","4th year","Normal","59","Male","23","Department","Single","No","4","Good","Yes","No","No","Family","Yes","Maybe","Neutral","Yes","Yes","7"
"2021/01/30 4:37:22 PM GMT+6","4th year","Good","84","Male","23","Department","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/30 4:37:29 PM GMT+6","4th year","Very bad","16","Male","23","Hall-Mess","Single","No","3","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","Yes","Yes","Yes","7"
"2021/01/30 4:37:37 PM GMT+6","4th year","Normal","66","Male","23","Hall-Mess","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Neutral","Yes","No","8"
"2021/01/30 4:37:49 PM GMT+6","4th year","Good","70","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","8"
"2021/01/30 4:37:51 PM GMT+6","4th year","Bad","37","Male","23","Department","Single","No","3","Normal","Yes","No","No","Friends","Yes","No","No","No","Yes","3"
"2021/01/30 4:37:58 PM GMT+6","4th year","Normal","52","Male","23","Home","Single","No","4","Good","No","No","No","Friends","Yes","Maybe","Yes","Yes","No","7"
"2021/01/30 4:38:05 PM GMT+6","4th year","Good","80","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","7"
"2021/01/30 4:38:12 PM GMT+6","4th year","Bad","33","Male","23","Home","Single","Yes","1","Good","Yes","No","Yes","Friends","Yes","No","Yes","No","No","6"
"2021/01/30 4:38:18 PM GMT+6","4th year","Good","76","Male","23","Playground","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Yes","No","Yes","7"
"2021/01/30 4:38:25 PM GMT+6","4th year","Good","82","Male","23","Home","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Neutral","No","Yes","9"
"2021/01/30 4:38:32 PM GMT+6","4th year","Bad","27","Male","23","Department","Single","Yes","3","Normal","Yes","No","No","Family","Yes","Yes","Neutral","No","Yes","3"
"2021/01/30 4:38:39 PM GMT+6","4th year","Normal","58","Male","23","Playground","Single","No","5","Normal","Yes","No","No","Family","Yes","Maybe","Yes","No","Yes","6"
"2021/01/30 4:38:46 PM GMT+6","4th year","Bad","37","Male","23","Home","Single","No","3","Normal","Yes","Yes","No","Friends","Yes","Maybe","Yes","No","Yes","4"
"2021/01/30 4:38:54 PM GMT+6","4th year","Very bad","4","Male","23","Playground","Single","Yes","1","Good","Yes","Yes","Yes","Family","Yes","No","Yes","Yes","Yes","7"
"2021/01/30 4:39:04 PM GMT+6","4th year","Good","71","Male","23","Department","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/30 4:39:07 PM GMT+6","4th year","Normal","62","Male","23","Hall-Mess","Single","No","4","Good","Yes","Yes","Yes","Family","Yes","No","Neutral","Yes","Yes","6"
"2021/01/30 4:39:14 PM GMT+6","4th year","Normal","60","Male","23","Department","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","Maybe","Neutral","No","Yes","6"
"2021/01/30 4:39:22 PM GMT+6","4th year","Very bad","12","Male","23","Department","Single","No","2","Normal","Yes","Yes","No","Friends","Yes","Maybe","Neutral","No","No","7"
"2021/01/30 4:39:29 PM GMT+6","4th year","Very bad","4","Male","23","Home","Single","Yes","2","Normal","Yes","Yes","No","Family","Yes","Yes","Yes","Yes","Yes","6"
"2021/01/30 4:39:36 PM GMT+6","4th year","Very good","92","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Yes","No","Yes","7"
"2021/01/30 4:39:43 PM GMT+6","4th year","Good","84","Male","23","Department","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/30 4:39:51 PM GMT+6","4th year","Very bad","19","Male","23","Playground","Single","No","3","Bad","Yes","Yes","Yes","Friends","Yes","No","No","No","Yes","5"
"2021/01/30 4:39:57 PM GMT+6","4th year","Bad","42","Male","23","Playground","Single","Yes","2","Normal","Yes","Yes","No","Family","Yes","No","No","Yes","Yes","3"
"2021/01/30 4:40:05 PM GMT+6","4th year","Very bad","6","Male","23","Home","Single","No","3","Good","Yes","Yes","No","Friends","Yes","Yes","Yes","No","Yes","5"
"2021/01/30 4:40:11 PM GMT+6","4th year","Normal","59","Male","23","Playground","Single","No","5","Normal","Yes","No","No","Friends","Yes","No","Yes","No","No","6"
